Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Rating_Missing_Flag,Discount Applied_Flag,Subscription Status_Flag,Estimated_Lifetime_Spend,Purchases_Per_Year,Value_Tier,Low_Satisfaction_Flag,Promo_Dependency_Score,Previous_Purchases_TieBreak,Tenure_Censored_Flag,Loyalty_Score_A_Behavioral,Engagement_Depth_Tier,Frequency_Inconsistency_Flag,Loyalty_Score_B_Value_Satisfaction,Customer_Segment,Region
1953,57,Male,Shoes,Footwear,82,Maryland,L,Yellow,Summer,4.6,No,2-Day Shipping,No,50,Cash,Bi-Weekly,0,0,0,4182,26,Platinum,0,0.18401206636500755,50.000097153846156,1,0.9930769230769231,Veteran,0,0.9080128205128205,Core Loyal,South
1954,25,Male,Skirt,Clothing,33,Colorado,XL,Green,Spring,4.8,No,Standard,No,3,PayPal,Bi-Weekly,0,0,0,132,26,Bronze,0,0.18401206636500755,3.0000024871794873,0,0.04461538461538461,New,0,0.4737820512820513,Low Priority / At Risk,West
1955,26,Male,Gloves,Accessories,77,Colorado,M,Pink,Winter,4.2,No,Free Shipping,No,3,Venmo,Quarterly,0,0,0,308,4,Bronze,0,0.18401206636500755,3.0000101666666668,0,0.0567948717948718,New,0,0.39442307692307693,Low Priority / At Risk,West
1956,50,Male,Hoodie,Clothing,56,Maine,M,Pink,Winter,4.9,No,Express,No,37,Cash,Monthly,0,0,0,2128,12,Gold,0,0.18401206636500755,37.00007216666667,0,0.7325641025641025,Established,0,0.8417948717948718,Promising New,Northeast
1957,70,Male,Socks,Clothing,37,Oklahoma,M,Pink,Winter,4.9,No,Express,No,20,Credit Card,Bi-Weekly,0,0,0,777,26,Silver,0,0.18401206636500755,20.000029089743588,0,0.3821794871794872,Developing,0,0.6264102564102564,Low Priority / At Risk,South
1958,68,Male,Gloves,Accessories,54,South Carolina,M,Cyan,Spring,4.5,No,Store Pickup,No,26,Cash,Bi-Weekly,0,0,0,1458,26,Gold,0,0.18401206636500755,26.000054871794873,0,0.5128205128205128,Established,0,0.6767948717948717,Low Priority / At Risk,South
1959,39,Male,Shorts,Clothing,67,Nevada,M,Gray,Winter,2.7,No,Store Pickup,No,47,Cash,Quarterly,0,0,0,3216,4,Platinum,1,0.18401206636500755,47.000089333333335,0,0.9323076923076923,Veteran,0,0.4853205128205128,"Habitual, Not Yet Valuable",West
1960,46,Male,Shoes,Footwear,90,Colorado,M,White,Fall,3.1,No,Store Pickup,No,7,Credit Card,Every 3 Months,0,0,0,720,4,Silver,1,0.18401206636500755,7.000027,0,0.14653846153846153,New,0,0.25301282051282054,Low Priority / At Risk,West
1961,57,Male,Jeans,Clothing,72,Massachusetts,L,Red,Summer,3.3,No,2-Day Shipping,No,40,Credit Card,Annually,0,0,0,2952,1,Platinum,1,0.18401206636500755,40.00008601282051,0,0.7974358974358975,Veteran,1,0.5869230769230769,"Habitual, Not Yet Valuable",Northeast
1962,47,Male,Boots,Footwear,59,Nevada,L,Black,Summer,2.6,No,Free Shipping,No,45,Debit Card,Quarterly,0,0,0,2714,4,Platinum,1,0.18401206636500755,45.00008261538461,0,0.8887179487179487,Veteran,0,0.4317307692307692,"Habitual, Not Yet Valuable",West
1963,40,Male,Hat,Accessories,45,Iowa,M,Silver,Fall,4.4,No,Standard,No,20,PayPal,Bi-Weekly,0,0,0,945,26,Silver,0,0.18401206636500755,20.000035512820514,0,0.3832051282051282,Developing,0,0.5609615384615385,Low Priority / At Risk,Midwest
1964,52,Male,Shorts,Clothing,30,Michigan,L,Pink,Spring,3.9,No,Standard,No,11,Credit Card,Weekly,0,0,0,360,52,Bronze,0,0.18401206636500755,11.000012153846153,0,0.20461538461538462,New,0,0.3409615384615384,Low Priority / At Risk,Midwest
1965,40,Male,Pants,Clothing,51,West Virginia,S,Cyan,Summer,4.6,No,Express,No,50,Debit Card,Monthly,0,0,0,2601,12,Platinum,0,0.18401206636500755,50.00008096153846,1,0.9862820512820513,Veteran,0,0.8270512820512821,Core Loyal,South
1966,67,Male,Sweater,Clothing,90,Indiana,M,White,Fall,4.9,No,Express,No,25,Debit Card,Quarterly,0,0,0,2340,4,Platinum,0,0.18401206636500755,25.000076025641025,0,0.5007692307692307,Established,0,0.8610897435897436,Promising New,Midwest
1967,67,Male,Jacket,Outerwear,95,Indiana,XL,Purple,Winter,3.7,No,Express,No,5,Credit Card,Bi-Weekly,0,0,0,570,26,Bronze,0,0.18401206636500755,5.000021205128205,0,0.10679487179487179,New,0,0.34467948717948715,Low Priority / At Risk,Midwest
1968,37,Male,Dress,Clothing,81,Georgia,L,Yellow,Fall,3.7,No,Standard,No,4,Venmo,Annually,0,0,0,405,1,Bronze,0,0.18401206636500755,4.000013833333333,0,0.07987179487179487,New,0,0.3078205128205128,Low Priority / At Risk,South
1969,67,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,4.2,No,Standard,No,25,Credit Card,Weekly,0,0,0,1820,52,Gold,0,0.18401206636500755,25.000065474358973,0,0.49551282051282053,Developing,0,0.6709615384615384,Low Priority / At Risk,Midwest
1970,64,Male,Dress,Clothing,32,Louisiana,S,Cyan,Winter,3.5,No,Next Day Air,No,11,Bank Transfer,Bi-Weekly,0,0,0,384,26,Bronze,0,0.18401206636500755,11.000013,0,0.20564102564102565,New,0,0.26429487179487177,Low Priority / At Risk,South
1971,28,Male,Belt,Accessories,94,Maryland,M,Indigo,Spring,2.9,No,Next Day Air,No,4,Credit Card,Bi-Weekly,0,0,0,470,26,Bronze,1,0.18401206636500755,4.00001667948718,0,0.08448717948717949,New,0,0.16,Low Priority / At Risk,South
1972,54,Male,Hat,Accessories,29,Pennsylvania,XL,Indigo,Spring,3.4,No,Next Day Air,No,1,Venmo,Monthly,0,0,0,58,12,Bronze,1,0.18401206636500755,1.0000002435897435,0,0.002435897435897436,New,0,0.17910256410256412,Low Priority / At Risk,Northeast
1973,54,Male,Backpack,Accessories,31,Louisiana,M,Silver,Summer,3.3,No,Express,No,48,PayPal,Every 3 Months,0,0,0,1519,4,Gold,1,0.18401206636500755,48.00005652564103,0,0.9447435897435897,Veteran,0,0.4394871794871795,"Habitual, Not Yet Valuable",South
1974,24,Male,Skirt,Clothing,20,Maryland,XL,Red,Fall,4.5,No,Standard,No,9,Venmo,Every 3 Months,0,0,0,200,4,Bronze,0,0.18401206636500755,9.0000055,0,0.16538461538461538,New,0,0.42993589743589744,Low Priority / At Risk,South
1975,27,Male,Gloves,Accessories,44,Tennessee,M,Peach,Winter,4.6,No,2-Day Shipping,No,2,PayPal,Bi-Weekly,0,0,0,132,26,Bronze,0,0.18401206636500755,2.0000024871794873,0,0.026794871794871795,New,0,0.4346794871794872,Low Priority / At Risk,South
1976,53,Male,Jacket,Outerwear,77,Illinois,L,Turquoise,Fall,2.9,No,Express,No,4,Cash,Quarterly,0,0,0,385,4,Bronze,1,0.18401206636500755,4.000013076923077,0,0.0782051282051282,New,0,0.14198717948717948,Low Priority / At Risk,Midwest
1977,32,Male,Handbag,Accessories,51,Wyoming,M,Pink,Spring,3.2,No,Next Day Air,No,43,PayPal,Bi-Weekly,0,0,0,2244,26,Gold,1,0.18401206636500755,43.000074294871794,0,0.8494871794871794,Veteran,0,0.5092307692307693,"Habitual, Not Yet Valuable",West
1978,24,Male,Sandals,Footwear,49,Florida,M,Teal,Summer,2.6,No,Free Shipping,No,32,Bank Transfer,Annually,0,0,0,1617,1,Gold,1,0.18401206636500755,32.00005941025641,0,0.6346153846153846,Established,1,0.3157051282051282,Low Priority / At Risk,South
1979,45,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,No,Store Pickup,No,1,Cash,Quarterly,0,0,0,156,4,Bronze,0,0.18401206636500755,1.0000035384615384,0,0.015512820512820514,New,0,0.2773076923076923,Low Priority / At Risk,Northeast
1980,49,Male,Jeans,Clothing,98,Tennessee,L,Blue,Spring,2.8,No,Store Pickup,No,38,Debit Card,Bi-Weekly,0,0,0,3822,26,Platinum,1,0.18401206636500755,38.000094551282054,0,0.7612820512820513,Veteran,0,0.53,"Habitual, Not Yet Valuable",South
1981,51,Male,Sandals,Footwear,94,Iowa,M,Green,Winter,4.4,No,Store Pickup,No,25,PayPal,Bi-Weekly,0,0,0,2444,26,Platinum,0,0.18401206636500755,25.000078256410255,0,0.5024358974358974,Established,0,0.7746794871794872,Promising New,Midwest
1982,69,Male,Shoes,Footwear,91,Michigan,L,Violet,Summer,4.7,No,Express,No,42,PayPal,Quarterly,0,0,0,3913,4,Platinum,0,0.18401206636500755,42.000095410256414,0,0.8405128205128205,Veteran,0,0.9196794871794871,Core Loyal,Midwest
1983,41,Male,Sunglasses,Accessories,77,Kansas,M,Turquoise,Summer,2.7,No,2-Day Shipping,No,32,PayPal,Monthly,0,0,0,2541,12,Platinum,1,0.18401206636500755,32.00007982051282,0,0.642051282051282,Established,0,0.43775641025641027,Low Priority / At Risk,Midwest
1984,59,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.6,No,Next Day Air,No,21,Debit Card,Quarterly,0,0,0,2134,4,Gold,1,0.18401206636500755,21.00007232051282,0,0.4237179487179487,Developing,0,0.3802564102564102,Low Priority / At Risk,South
1985,26,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,3.4,No,2-Day Shipping,No,26,PayPal,Bi-Weekly,0,0,0,1566,26,Gold,1,0.18401206636500755,26.000057833333333,0,0.5138461538461538,Established,0,0.4670512820512821,Low Priority / At Risk,South
1986,23,Male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,3.9,No,2-Day Shipping,No,6,Credit Card,Bi-Weekly,0,0,0,679,26,Silver,0,0.18401206636500755,6.000025666666667,0,0.13076923076923078,New,0,0.40852564102564104,Low Priority / At Risk,South
1987,62,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,3.4,No,2-Day Shipping,No,14,Venmo,Quarterly,0,0,0,720,4,Silver,1,0.18401206636500755,14.000027,0,0.2691025641025641,Developing,0,0.3128846153846154,Low Priority / At Risk,South
1988,69,Male,Belt,Accessories,23,Vermont,XL,White,Summer,3.4,No,Express,No,4,Cash,Quarterly,0,0,0,115,4,Bronze,1,0.18401206636500755,4.000001884615385,0,0.06448717948717948,New,0,0.18730769230769231,Low Priority / At Risk,Northeast
1989,46,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,3.9,No,Free Shipping,No,26,Bank Transfer,Weekly,0,0,0,2133,52,Gold,0,0.18401206636500755,26.00007228205128,0,0.5184615384615384,Established,0,0.6416025641025641,Low Priority / At Risk,South
1990,35,Male,Jewelry,Accessories,42,Maryland,S,Charcoal,Spring,4.0,No,Express,No,39,PayPal,Bi-Weekly,0,0,0,1680,26,Gold,0,0.18401206636500755,39.00006167948718,0,0.7684615384615384,Veteran,0,0.6105769230769231,"Habitual, Not Yet Valuable",South
1991,32,Male,Backpack,Accessories,95,Connecticut,L,White,Spring,3.4,No,2-Day Shipping,No,15,PayPal,Annually,0,0,0,1520,1,Gold,1,0.18401206636500755,15.000056653846153,0,0.3017948717948718,Developing,0,0.46115384615384614,Low Priority / At Risk,Northeast
1992,46,Male,Sneakers,Footwear,29,Missouri,M,Brown,Summer,3.7,No,Next Day Air,No,1,Venmo,Every 3 Months,0,0,0,58,4,Bronze,0,0.18401206636500755,1.0000002435897435,0,0.002435897435897436,New,0,0.23987179487179489,Low Priority / At Risk,Midwest
1993,33,Male,Hoodie,Clothing,98,New Jersey,L,Gold,Winter,4.9,No,2-Day Shipping,No,28,Venmo,Monthly,0,0,0,2842,12,Platinum,0,0.18401206636500755,28.000084666666666,0,0.563076923076923,Established,0,0.9042948717948718,Promising New,Northeast
1994,32,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,5.0,No,Express,No,17,Cash,Weekly,0,0,0,1728,52,Gold,0,0.18401206636500755,17.000063166666667,0,0.3362820512820513,Developing,0,0.8115384615384615,Promising New,South
1995,33,Male,Sunglasses,Accessories,66,Nevada,M,Brown,Fall,2.9,No,Next Day Air,No,24,Credit Card,Weekly,0,0,0,1650,52,Gold,1,0.18401206636500755,24.000060717948717,0,0.47410256410256413,Developing,0,0.3801923076923077,Low Priority / At Risk,West
1996,67,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,3.0,No,Standard,No,29,Debit Card,Quarterly,0,0,0,2400,4,Platinum,1,0.18401206636500755,29.000077282051283,0,0.5782051282051283,Established,0,0.48403846153846153,Low Priority / At Risk,Midwest
1997,67,Male,Sneakers,Footwear,27,South Dakota,L,Indigo,Summer,3.3,No,Next Day Air,No,18,Cash,Every 3 Months,0,0,0,513,4,Bronze,1,0.18401206636500755,18.00001867948718,0,0.3394871794871795,Developing,0,0.25025641025641027,Low Priority / At Risk,Midwest
1998,42,Male,Backpack,Accessories,25,Connecticut,M,Purple,Fall,4.7,No,Express,No,10,Debit Card,Bi-Weekly,0,0,0,275,26,Bronze,0,0.18401206636500755,10.000008282051281,0,0.1835897435897436,New,0,0.48403846153846153,Low Priority / At Risk,Northeast
1999,20,Male,Pants,Clothing,45,Vermont,M,Orange,Fall,3.4,No,2-Day Shipping,No,19,Cash,Quarterly,0,0,0,900,4,Silver,1,0.18401206636500755,19.000033730769232,0,0.365,Developing,0,0.3465384615384616,Low Priority / At Risk,Northeast
2000,39,Male,Socks,Clothing,89,Tennessee,L,Indigo,Winter,4.6,No,2-Day Shipping,No,26,Debit Card,Monthly,0,0,0,2403,12,Platinum,0,0.18401206636500755,26.0000773974359,0,0.5198717948717949,Established,0,0.8092307692307692,Promising New,South
2001,26,Male,Belt,Accessories,27,California,M,Lavender,Winter,3.6,No,2-Day Shipping,No,25,Cash,Bi-Weekly,0,0,0,702,26,Silver,0,0.18401206636500755,25.00002641025641,0,0.4858974358974359,Developing,0,0.3505128205128205,Low Priority / At Risk,West
2002,51,Male,Sunglasses,Accessories,90,Wyoming,S,Purple,Winter,2.6,No,Free Shipping,No,2,Debit Card,Bi-Weekly,0,0,0,270,26,Bronze,1,0.18401206636500755,2.0000079615384614,0,0.036923076923076927,New,0,0.05846153846153846,Low Priority / At Risk,West
2003,31,Male,Shirt,Clothing,65,New York,M,Red,Summer,2.7,No,Express,No,19,PayPal,Every 3 Months,0,0,0,1300,4,Silver,1,0.18401206636500755,19.000048935897436,0,0.3707692307692308,Developing,0,0.2833333333333333,Low Priority / At Risk,Northeast
2004,68,Male,Sneakers,Footwear,72,Maine,S,Blue,Spring,3.1,No,Express,No,32,Cash,Quarterly,0,0,0,2376,4,Platinum,1,0.18401206636500755,32.00007667948718,0,0.6394871794871795,Established,0,0.5014102564102564,Low Priority / At Risk,Northeast
2005,44,Male,Shoes,Footwear,70,Georgia,L,Blue,Fall,3.2,No,2-Day Shipping,No,13,Cash,Bi-Weekly,0,0,0,980,26,Silver,1,0.18401206636500755,13.000037166666667,0,0.2541025641025641,Developing,0,0.3235897435897436,Low Priority / At Risk,South
2006,18,Male,Sandals,Footwear,82,Tennessee,M,Cyan,Winter,3.4,No,Store Pickup,No,30,PayPal,Bi-Weekly,0,0,0,2542,26,Platinum,1,0.18401206636500755,30.000079884615385,0,0.5987179487179487,Established,0,0.5773076923076923,Low Priority / At Risk,South
2007,58,Male,Scarf,Accessories,97,New Mexico,S,Pink,Fall,4.4,No,Express,No,2,Credit Card,Annually,0,0,0,291,1,Bronze,0,0.18401206636500755,2.0000093333333333,0,0.038717948717948716,New,0,0.4300641025641026,Low Priority / At Risk,West
2008,26,Male,Shirt,Clothing,25,Virginia,M,Silver,Summer,3.2,No,2-Day Shipping,No,8,PayPal,Quarterly,0,0,0,225,4,Bronze,1,0.18401206636500755,8.000006358974359,0,0.14846153846153845,New,0,0.16955128205128206,Low Priority / At Risk,South
2009,57,Male,Skirt,Clothing,48,Florida,M,Gray,Spring,2.5,No,Free Shipping,No,27,PayPal,Every 3 Months,0,0,0,1344,4,Gold,1,0.18401206636500755,27.000050487179486,0,0.531025641025641,Established,0,0.25673076923076926,Low Priority / At Risk,South
2010,37,Male,Boots,Footwear,99,Alabama,M,Indigo,Summer,3.8,No,Next Day Air,No,26,Venmo,Bi-Weekly,0,0,0,2673,26,Platinum,0,0.18401206636500755,26.000081987179488,0,0.5234615384615384,Established,0,0.6695512820512821,Low Priority / At Risk,South
2011,24,Male,Sweater,Clothing,21,Texas,M,Maroon,Summer,4.4,No,2-Day Shipping,No,3,Debit Card,Bi-Weekly,0,0,0,84,26,Bronze,0,0.18401206636500755,3.0000008589743588,0,0.04064102564102564,New,0,0.3876923076923077,Low Priority / At Risk,South
2012,57,Male,Sandals,Footwear,94,West Virginia,M,Beige,Spring,3.7,No,Express,No,4,Bank Transfer,Monthly,0,0,0,470,12,Bronze,0,0.18401206636500755,4.00001667948718,0,0.08448717948717949,New,0,0.3220512820512821,Low Priority / At Risk,South
2013,48,Male,Jeans,Clothing,53,Nevada,L,Green,Fall,3.2,No,Store Pickup,No,5,Cash,Bi-Weekly,0,0,0,318,26,Bronze,1,0.18401206636500755,5.000010461538461,0,0.09435897435897436,New,0,0.19006410256410255,Low Priority / At Risk,West
2014,39,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.9,No,Standard,No,25,Debit Card,Quarterly,0,0,0,1820,4,Gold,0,0.18401206636500755,25.000065474358973,0,0.49551282051282053,Developing,0,0.8083333333333333,Promising New,South
2015,51,Male,Skirt,Clothing,26,Wisconsin,L,Black,Summer,3.9,No,Standard,No,47,PayPal,Bi-Weekly,0,0,0,1248,26,Silver,0,0.18401206636500755,47.00004753846154,0,0.921025641025641,Veteran,0,0.5178846153846154,"Habitual, Not Yet Valuable",Midwest
2016,57,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Next Day Air,No,8,Credit Card,Bi-Weekly,0,0,0,738,26,Silver,0,0.18401206636500755,8.000027794871794,0,0.1596153846153846,New,0,0.5414102564102564,Low Priority / At Risk,South
2017,53,Male,Shoes,Footwear,47,Maine,S,Violet,Winter,3.4,No,Standard,No,20,Debit Card,Bi-Weekly,0,0,0,987,26,Silver,1,0.18401206636500755,20.000037423076922,0,0.383974358974359,Developing,0,0.365,Low Priority / At Risk,Northeast
2018,70,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Next Day Air,No,42,Bank Transfer,Every 3 Months,0,0,0,1376,4,Gold,0,0.18401206636500755,42.00005161538461,0,0.8252564102564103,Veteran,0,0.5813461538461538,"Habitual, Not Yet Valuable",Northeast
2019,60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Store Pickup,No,20,Bank Transfer,Weekly,0,0,0,2037,52,Gold,0,0.18401206636500755,20.000070166666667,0,0.3991025641025641,Developing,0,0.7532692307692308,Promising New,South
2020,31,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.7,No,Store Pickup,No,23,Cash,Bi-Weekly,0,0,0,1632,26,Gold,0,0.18401206636500755,23.000059948717947,0,0.4530769230769231,Developing,0,0.7423717948717948,Low Priority / At Risk,West
2021,41,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,4.8,No,Next Day Air,No,26,Cash,Quarterly,0,0,0,621,4,Bronze,0,0.18401206636500755,26.00002337179487,0,0.5056410256410256,Established,0,0.5782051282051281,Low Priority / At Risk,Northeast
2022,62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,No,Standard,No,48,Venmo,Quarterly,0,0,0,1617,4,Gold,0,0.18401206636500755,48.00005941025641,0,0.9456410256410256,Veteran,0,0.680448717948718,"Habitual, Not Yet Valuable",Northeast
2023,59,Male,Jewelry,Accessories,38,Alabama,S,Black,Winter,4.0,No,Store Pickup,No,16,Cash,Bi-Weekly,0,0,0,646,26,Bronze,0,0.18401206636500755,16.000024256410256,0,0.3071794871794872,Developing,0,0.42346153846153844,Low Priority / At Risk,South
2024,46,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,4.1,No,Store Pickup,No,28,Cash,Bi-Weekly,0,0,0,1972,26,Gold,0,0.18401206636500755,28.00006885897436,0,0.5541025641025641,Established,0,0.6675641025641026,Low Priority / At Risk,West
2025,62,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.7,No,Express,No,39,PayPal,Weekly,0,0,0,920,52,Silver,0,0.18401206636500755,39.000034423076926,0,0.7637179487179487,Veteran,0,0.4107692307692308,"Habitual, Not Yet Valuable",South
2026,42,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3.0,No,Express,No,43,Debit Card,Bi-Weekly,0,0,0,1276,26,Silver,1,0.18401206636500755,43.00004838461538,0,0.8448717948717949,Veteran,0,0.33955128205128204,"Habitual, Not Yet Valuable",South
2027,37,Male,Scarf,Accessories,35,Maine,M,Orange,Winter,3.6,No,Express,No,45,Bank Transfer,Every 3 Months,0,0,0,1610,4,Gold,0,0.18401206636500755,45.00005915384615,0,0.8830769230769231,Veteran,0,0.5142307692307693,"Habitual, Not Yet Valuable",Northeast
2028,50,Male,Shoes,Footwear,73,Nebraska,S,Gold,Fall,4.8,No,Standard,No,50,Credit Card,Every 3 Months,0,0,0,3723,4,Platinum,0,0.18401206636500755,50.00009385897436,1,0.9903846153846154,Veteran,0,0.9306410256410256,Core Loyal,Midwest
2029,29,Male,Shoes,Footwear,84,Ohio,XL,Purple,Fall,3.7,No,2-Day Shipping,No,10,Venmo,Bi-Weekly,0,0,0,924,26,Silver,0,0.18401206636500755,10.00003464102564,0,0.1971794871794872,New,0,0.41185897435897434,Low Priority / At Risk,Midwest
2030,25,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,4.6,No,Next Day Air,No,40,PayPal,Quarterly,0,0,0,943,4,Silver,0,0.18401206636500755,40.000035346153844,0,0.785,Veteran,0,0.5989743589743589,"Habitual, Not Yet Valuable",West
2031,66,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Standard,No,38,Credit Card,Monthly,0,0,0,2613,12,Platinum,1,0.18401206636500755,38.00008119230769,0,0.752948717948718,Veteran,0,0.4632051282051282,"Habitual, Not Yet Valuable",West
2032,21,Male,Socks,Clothing,51,North Carolina,L,Charcoal,Spring,4.0,No,Standard,No,2,Credit Card,Monthly,0,0,0,153,12,Bronze,0,0.18401206636500755,2.0000032564102566,0,0.028974358974358974,New,0,0.31846153846153846,Low Priority / At Risk,South
2033,46,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Next Day Air,No,13,Cash,Annually,0,0,0,504,1,Bronze,0,0.18401206636500755,13.000018333333333,0,0.24756410256410255,New,0,0.43525641025641026,Low Priority / At Risk,South
2034,57,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Express,No,33,Venmo,Annually,0,0,0,1870,1,Gold,0,0.18401206636500755,33.00006656410256,0,0.6565384615384615,Established,1,0.5512820512820513,Low Priority / At Risk,Midwest
2035,61,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9,No,Store Pickup,No,27,PayPal,Monthly,0,0,0,840,12,Silver,1,0.18401206636500755,27.000031615384614,0,0.5264102564102564,Established,0,0.2346794871794872,Low Priority / At Risk,South
2036,53,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,4.1,No,Express,No,43,Bank Transfer,Weekly,0,0,0,3080,52,Platinum,0,0.18401206636500755,43.000087641025644,0,0.8523076923076923,Veteran,0,0.7614743589743589,Core Loyal,South
2037,37,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,3.1,No,Next Day Air,No,46,Cash,Weekly,0,0,0,2961,52,Platinum,1,0.18401206636500755,46.000086102564104,0,0.9102564102564102,Veteran,0,0.548525641025641,"Habitual, Not Yet Valuable",Midwest
2038,39,Male,Belt,Accessories,87,Illinois,S,Green,Summer,4.3,No,Express,No,7,Venmo,Bi-Weekly,0,0,0,696,26,Silver,0,0.18401206636500755,7.000026128205128,0,0.1458974358974359,New,0,0.49448717948717946,Low Priority / At Risk,Midwest
2039,53,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.4,No,Next Day Air,No,35,Credit Card,Bi-Weekly,0,0,0,2520,26,Platinum,0,0.18401206636500755,35.00007958974359,0,0.7005128205128205,Established,0,0.7813461538461539,Promising New,South
2040,35,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.1,No,Next Day Air,No,31,Debit Card,Bi-Weekly,0,0,0,1632,26,Gold,1,0.18401206636500755,31.000059948717947,0,0.6139743589743589,Established,0,0.41775641025641025,Low Priority / At Risk,Midwest
2041,69,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9,No,Free Shipping,No,42,Venmo,Quarterly,0,0,0,1075,4,Silver,1,0.18401206636500755,42.00004103846154,0,0.823076923076923,Veteran,0,0.28179487179487184,"Habitual, Not Yet Valuable",South
2042,66,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,3.2,No,Next Day Air,No,14,PayPal,Bi-Weekly,0,0,0,480,26,Bronze,1,0.18401206636500755,14.000017179487179,0,0.26564102564102565,Developing,0,0.22365384615384615,Low Priority / At Risk,Northeast
2043,19,Male,Shoes,Footwear,52,Alabama,M,Red,Spring,4.0,No,2-Day Shipping,No,35,Venmo,Monthly,0,0,0,1872,12,Gold,0,0.18401206636500755,35.000066756410256,0,0.6966666666666667,Established,0,0.6359615384615385,Low Priority / At Risk,South
2044,47,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.7,No,Standard,No,49,PayPal,Weekly,0,0,0,1650,52,Gold,1,0.18401206636500755,49.00006071794872,0,0.9685897435897436,Veteran,0,0.34224358974358976,"Habitual, Not Yet Valuable",Northeast
2045,49,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,3.0,No,Free Shipping,No,17,PayPal,Bi-Weekly,0,0,0,1224,26,Silver,1,0.18401206636500755,17.000046525641025,0,0.3302564102564103,Developing,0,0.3302564102564102,Low Priority / At Risk,Midwest
2046,31,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.4,No,Express,No,26,PayPal,Quarterly,0,0,0,540,4,Bronze,0,0.18401206636500755,26.000019846153847,0,0.5042307692307693,Established,0,0.48262820512820515,Low Priority / At Risk,South
2047,39,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,No,Free Shipping,No,30,Cash,Every 3 Months,0,0,0,992,4,Silver,1,0.18401206636500755,30.000038,0,0.5847435897435898,Established,0,0.24724358974358973,Low Priority / At Risk,South
2048,58,Male,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,3.1,No,Store Pickup,No,32,Cash,Annually,0,0,0,2706,1,Platinum,1,0.18401206636500755,32.00008255128205,0,0.6438461538461538,Established,1,0.5307692307692308,Low Priority / At Risk,Northeast
2049,45,Male,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,3.9,No,Express,No,35,Bank Transfer,Quarterly,0,0,0,2304,4,Platinum,0,0.18401206636500755,35.000075512820516,0,0.698974358974359,Established,0,0.6577564102564102,Low Priority / At Risk,Midwest
2050,68,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,No,Standard,No,15,Venmo,Annually,0,0,0,384,1,Bronze,1,0.18401206636500755,15.000013,0,0.2844871794871795,Developing,0,0.10365384615384615,Low Priority / At Risk,Northeast
2051,35,Male,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,No,Store Pickup,No,10,Debit Card,Annually,0,0,0,1056,1,Silver,1,0.18401206636500755,10.000040230769232,0,0.20038461538461538,New,0,0.37903846153846155,Low Priority / At Risk,South
